# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov  4 01:22:58 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_facility:  Discovery Facility
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_facility,sy_gaiamag
Kepler-1885 b,Kepler-1885,1,1,0,Transit,Kepler,14.7999000
Kepler-1885 b,Kepler-1885,1,1,0,Transit,Kepler,14.7999000
Kepler-1885 b,Kepler-1885,1,1,0,Transit,Kepler,14.7999000
Kepler-1885 b,Kepler-1885,1,1,0,Transit,Kepler,14.7999000
Kepler-1885 b,Kepler-1885,1,1,0,Transit,Kepler,14.7999000
Kepler-1885 b,Kepler-1885,1,1,0,Transit,Kepler,14.7999000
Kepler-1885 b,Kepler-1885,1,1,0,Transit,Kepler,14.7999000
Kepler-1886 b,Kepler-1886,1,1,0,Transit,Kepler,15.4559000
Kepler-1886 b,Kepler-1886,1,1,0,Transit,Kepler,15.4559000
Kepler-1886 b,Kepler-1886,1,1,0,Transit,Kepler,15.4559000
Kepler-1886 b,Kepler-1886,1,1,0,Transit,Kepler,15.4559000
Kepler-1886 b,Kepler-1886,1,1,0,Transit,Kepler,15.4559000
Kepler-1886 b,Kepler-1886,1,1,0,Transit,Kepler,15.4559000
Kepler-1886 b,Kepler-1886,1,1,0,Transit,Kepler,15.4559000
Kepler-1886 b,Kepler-1886,1,1,0,Transit,Kepler,15.4559000
Kepler-1887 b,Kepler-1887,1,1,0,Transit,Kepler,15.9544000
Kepler-1887 b,Kepler-1887,1,1,0,Transit,Kepler,15.9544000
Kepler-1887 b,Kepler-1887,1,1,0,Transit,Kepler,15.9544000
Kepler-1887 b,Kepler-1887,1,1,0,Transit,Kepler,15.9544000
Kepler-1887 b,Kepler-1887,1,1,0,Transit,Kepler,15.9544000
Kepler-1887 b,Kepler-1887,1,1,0,Transit,Kepler,15.9544000
Kepler-1887 b,Kepler-1887,1,1,0,Transit,Kepler,15.9544000
Kepler-1887 b,Kepler-1887,1,1,0,Transit,Kepler,15.9544000
Kepler-1888 b,Kepler-1888,1,1,0,Transit,Kepler,11.8773000
Kepler-1888 b,Kepler-1888,1,1,0,Transit,Kepler,11.8773000
Kepler-1888 b,Kepler-1888,1,1,0,Transit,Kepler,11.8773000
Kepler-1888 b,Kepler-1888,1,1,0,Transit,Kepler,11.8773000
Kepler-1888 b,Kepler-1888,1,1,0,Transit,Kepler,11.8773000
Kepler-1888 b,Kepler-1888,1,1,0,Transit,Kepler,11.8773000
Kepler-1888 b,Kepler-1888,1,1,0,Transit,Kepler,11.8773000
Kepler-1889 b,Kepler-1889,1,1,0,Transit,Kepler,15.5173000
Kepler-1889 b,Kepler-1889,1,1,0,Transit,Kepler,15.5173000
Kepler-1889 b,Kepler-1889,1,1,0,Transit,Kepler,15.5173000
Kepler-1889 b,Kepler-1889,1,1,0,Transit,Kepler,15.5173000
Kepler-1889 b,Kepler-1889,1,1,0,Transit,Kepler,15.5173000
Kepler-1889 b,Kepler-1889,1,1,0,Transit,Kepler,15.5173000
Kepler-1889 b,Kepler-1889,1,1,0,Transit,Kepler,15.5173000
Kepler-1889 b,Kepler-1889,1,1,0,Transit,Kepler,15.5173000
Kepler-189 b,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 b,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 b,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 b,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 b,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 b,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 b,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 b,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 b,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 b,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 b,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 c,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 c,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 c,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 c,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 c,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 c,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 c,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 c,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 c,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 c,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 c,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-189 c,Kepler-189,1,2,0,Transit,Kepler,14.8213000
Kepler-1890 b,Kepler-1890,1,1,0,Transit,Kepler,12.7790000
Kepler-1890 b,Kepler-1890,1,1,0,Transit,Kepler,12.7790000
Kepler-1890 b,Kepler-1890,1,1,0,Transit,Kepler,12.7790000
Kepler-1890 b,Kepler-1890,1,1,0,Transit,Kepler,12.7790000
Kepler-1890 b,Kepler-1890,1,1,0,Transit,Kepler,12.7790000
Kepler-1890 b,Kepler-1890,1,1,0,Transit,Kepler,12.7790000
Kepler-1890 b,Kepler-1890,1,1,0,Transit,Kepler,12.7790000
Kepler-1891 b,Kepler-1891,1,1,0,Transit,Kepler,14.2754000
Kepler-1891 b,Kepler-1891,1,1,0,Transit,Kepler,14.2754000
Kepler-1891 b,Kepler-1891,1,1,0,Transit,Kepler,14.2754000
Kepler-1891 b,Kepler-1891,1,1,0,Transit,Kepler,14.2754000
Kepler-1891 b,Kepler-1891,1,1,0,Transit,Kepler,14.2754000
Kepler-1891 b,Kepler-1891,1,1,0,Transit,Kepler,14.2754000
Kepler-1891 b,Kepler-1891,1,1,0,Transit,Kepler,14.2754000
Kepler-1892 b,Kepler-1892,1,1,0,Transit,Kepler,15.4008000
Kepler-1892 b,Kepler-1892,1,1,0,Transit,Kepler,15.4008000
Kepler-1892 b,Kepler-1892,1,1,0,Transit,Kepler,15.4008000
Kepler-1892 b,Kepler-1892,1,1,0,Transit,Kepler,15.4008000
Kepler-1892 b,Kepler-1892,1,1,0,Transit,Kepler,15.4008000
Kepler-1892 b,Kepler-1892,1,1,0,Transit,Kepler,15.4008000
Kepler-1892 b,Kepler-1892,1,1,0,Transit,Kepler,15.4008000
Kepler-1893 b,Kepler-1893,1,1,0,Transit,Kepler,14.8964000
Kepler-1893 b,Kepler-1893,1,1,0,Transit,Kepler,14.8964000
Kepler-1893 b,Kepler-1893,1,1,0,Transit,Kepler,14.8964000
Kepler-1893 b,Kepler-1893,1,1,0,Transit,Kepler,14.8964000
Kepler-1893 b,Kepler-1893,1,1,0,Transit,Kepler,14.8964000
Kepler-1893 b,Kepler-1893,1,1,0,Transit,Kepler,14.8964000
Kepler-1893 b,Kepler-1893,1,1,0,Transit,Kepler,14.8964000
Kepler-1894 b,Kepler-1894,1,1,0,Transit,Kepler,15.3627000
Kepler-1894 b,Kepler-1894,1,1,0,Transit,Kepler,15.3627000
Kepler-1894 b,Kepler-1894,1,1,0,Transit,Kepler,15.3627000
Kepler-1894 b,Kepler-1894,1,1,0,Transit,Kepler,15.3627000
Kepler-1894 b,Kepler-1894,1,1,0,Transit,Kepler,15.3627000
Kepler-1894 b,Kepler-1894,1,1,0,Transit,Kepler,15.3627000
Kepler-1894 b,Kepler-1894,1,1,0,Transit,Kepler,15.3627000
Kepler-1895 b,Kepler-1895,1,1,0,Transit,Kepler,15.4813000
Kepler-1895 b,Kepler-1895,1,1,0,Transit,Kepler,15.4813000
Kepler-1895 b,Kepler-1895,1,1,0,Transit,Kepler,15.4813000
Kepler-1895 b,Kepler-1895,1,1,0,Transit,Kepler,15.4813000
Kepler-1895 b,Kepler-1895,1,1,0,Transit,Kepler,15.4813000
Kepler-1895 b,Kepler-1895,1,1,0,Transit,Kepler,15.4813000
Kepler-1895 b,Kepler-1895,1,1,0,Transit,Kepler,15.4813000
Kepler-1896 b,Kepler-1896,1,1,0,Transit,Kepler,15.7001000
Kepler-1896 b,Kepler-1896,1,1,0,Transit,Kepler,15.7001000
Kepler-1896 b,Kepler-1896,1,1,0,Transit,Kepler,15.7001000
Kepler-1896 b,Kepler-1896,1,1,0,Transit,Kepler,15.7001000
Kepler-1896 b,Kepler-1896,1,1,0,Transit,Kepler,15.7001000
Kepler-1896 b,Kepler-1896,1,1,0,Transit,Kepler,15.7001000
Kepler-1896 b,Kepler-1896,1,1,0,Transit,Kepler,15.7001000
Kepler-1896 b,Kepler-1896,1,1,0,Transit,Kepler,15.7001000
Kepler-1897 b,Kepler-1897,1,1,0,Transit,Kepler,16.0047000
Kepler-1897 b,Kepler-1897,1,1,0,Transit,Kepler,16.0047000
Kepler-1897 b,Kepler-1897,1,1,0,Transit,Kepler,16.0047000
Kepler-1897 b,Kepler-1897,1,1,0,Transit,Kepler,16.0047000
Kepler-1897 b,Kepler-1897,1,1,0,Transit,Kepler,16.0047000
Kepler-1897 b,Kepler-1897,1,1,0,Transit,Kepler,16.0047000
Kepler-1897 b,Kepler-1897,1,1,0,Transit,Kepler,16.0047000
Kepler-1897 b,Kepler-1897,1,1,0,Transit,Kepler,16.0047000
Kepler-1898 b,Kepler-1898,1,1,0,Transit,Kepler,13.1697000
Kepler-1898 b,Kepler-1898,1,1,0,Transit,Kepler,13.1697000
Kepler-1898 b,Kepler-1898,1,1,0,Transit,Kepler,13.1697000
Kepler-1898 b,Kepler-1898,1,1,0,Transit,Kepler,13.1697000
Kepler-1898 b,Kepler-1898,1,1,0,Transit,Kepler,13.1697000
Kepler-1898 b,Kepler-1898,1,1,0,Transit,Kepler,13.1697000
Kepler-1898 b,Kepler-1898,1,1,0,Transit,Kepler,13.1697000
Kepler-1899 b,Kepler-1899,1,1,0,Transit,Kepler,15.9493000
Kepler-1899 b,Kepler-1899,1,1,0,Transit,Kepler,15.9493000
Kepler-1899 b,Kepler-1899,1,1,0,Transit,Kepler,15.9493000
Kepler-1899 b,Kepler-1899,1,1,0,Transit,Kepler,15.9493000
Kepler-1899 b,Kepler-1899,1,1,0,Transit,Kepler,15.9493000
Kepler-1899 b,Kepler-1899,1,1,0,Transit,Kepler,15.9493000
Kepler-1899 b,Kepler-1899,1,1,0,Transit,Kepler,15.9493000
Kepler-19 b,Kepler-19,1,3,0,Transit,Kepler,11.8763000
Kepler-19 b,Kepler-19,1,3,0,Transit,Kepler,11.8763000
Kepler-19 b,Kepler-19,1,3,0,Transit,Kepler,11.8763000
Kepler-19 b,Kepler-19,1,3,0,Transit,Kepler,11.8763000
Kepler-19 b,Kepler-19,1,3,0,Transit,Kepler,11.8763000
Kepler-19 b,Kepler-19,1,3,0,Transit,Kepler,11.8763000
Kepler-19 b,Kepler-19,1,3,0,Transit,Kepler,11.8763000
Kepler-19 b,Kepler-19,1,3,0,Transit,Kepler,11.8763000
Kepler-19 b,Kepler-19,1,3,0,Transit,Kepler,11.8763000
Kepler-19 b,Kepler-19,1,3,0,Transit,Kepler,11.8763000
Kepler-19 b,Kepler-19,1,3,0,Transit,Kepler,11.8763000
Kepler-19 c,Kepler-19,1,3,0,Transit Timing Variations,Kepler,11.8763000
Kepler-19 c,Kepler-19,1,3,0,Transit Timing Variations,Kepler,11.8763000
Kepler-19 d,Kepler-19,1,3,0,Radial Velocity,Roque de los Muchachos Observatory,11.8763000
Kepler-190 b,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 b,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 b,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 b,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 b,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 b,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 b,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 b,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 b,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 b,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 b,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 c,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 c,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 c,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 c,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 c,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 c,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 c,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 c,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 c,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 c,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-190 c,Kepler-190,1,2,0,Transit,Kepler,14.1175000
Kepler-1900 b,Kepler-1900,1,1,0,Transit,Kepler,15.2816000
Kepler-1900 b,Kepler-1900,1,1,0,Transit,Kepler,15.2816000
Kepler-1900 b,Kepler-1900,1,1,0,Transit,Kepler,15.2816000
Kepler-1900 b,Kepler-1900,1,1,0,Transit,Kepler,15.2816000
Kepler-1900 b,Kepler-1900,1,1,0,Transit,Kepler,15.2816000
Kepler-1900 b,Kepler-1900,1,1,0,Transit,Kepler,15.2816000
Kepler-1900 b,Kepler-1900,1,1,0,Transit,Kepler,15.2816000
Kepler-1901 b,Kepler-1901,1,1,0,Transit,Kepler,14.9006000
Kepler-1901 b,Kepler-1901,1,1,0,Transit,Kepler,14.9006000
Kepler-1901 b,Kepler-1901,1,1,0,Transit,Kepler,14.9006000
Kepler-1901 b,Kepler-1901,1,1,0,Transit,Kepler,14.9006000
Kepler-1901 b,Kepler-1901,1,1,0,Transit,Kepler,14.9006000
Kepler-1901 b,Kepler-1901,1,1,0,Transit,Kepler,14.9006000
Kepler-1901 b,Kepler-1901,1,1,0,Transit,Kepler,14.9006000
Kepler-1902 b,Kepler-1902,1,1,0,Transit,Kepler,15.6620000
Kepler-1902 b,Kepler-1902,1,1,0,Transit,Kepler,15.6620000
Kepler-1902 b,Kepler-1902,1,1,0,Transit,Kepler,15.6620000
Kepler-1902 b,Kepler-1902,1,1,0,Transit,Kepler,15.6620000
Kepler-1902 b,Kepler-1902,1,1,0,Transit,Kepler,15.6620000
Kepler-1902 b,Kepler-1902,1,1,0,Transit,Kepler,15.6620000
Kepler-1902 b,Kepler-1902,1,1,0,Transit,Kepler,15.6620000
Kepler-1903 b,Kepler-1903,1,1,0,Transit,Kepler,15.3413000
Kepler-1903 b,Kepler-1903,1,1,0,Transit,Kepler,15.3413000
Kepler-1903 b,Kepler-1903,1,1,0,Transit,Kepler,15.3413000
Kepler-1903 b,Kepler-1903,1,1,0,Transit,Kepler,15.3413000
Kepler-1903 b,Kepler-1903,1,1,0,Transit,Kepler,15.3413000
Kepler-1903 b,Kepler-1903,1,1,0,Transit,Kepler,15.3413000
Kepler-1903 b,Kepler-1903,1,1,0,Transit,Kepler,15.3413000
Kepler-1904 b,Kepler-1904,1,1,0,Transit,Kepler,15.7421000
Kepler-1904 b,Kepler-1904,1,1,0,Transit,Kepler,15.7421000
Kepler-1904 b,Kepler-1904,1,1,0,Transit,Kepler,15.7421000
Kepler-1904 b,Kepler-1904,1,1,0,Transit,Kepler,15.7421000
Kepler-1904 b,Kepler-1904,1,1,0,Transit,Kepler,15.7421000
Kepler-1904 b,Kepler-1904,1,1,0,Transit,Kepler,15.7421000
Kepler-1904 b,Kepler-1904,1,1,0,Transit,Kepler,15.7421000
Kepler-1905 b,Kepler-1905,1,1,0,Transit,Kepler,14.9902000
Kepler-1905 b,Kepler-1905,1,1,0,Transit,Kepler,14.9902000
Kepler-1905 b,Kepler-1905,1,1,0,Transit,Kepler,14.9902000
Kepler-1905 b,Kepler-1905,1,1,0,Transit,Kepler,14.9902000
Kepler-1905 b,Kepler-1905,1,1,0,Transit,Kepler,14.9902000
Kepler-1905 b,Kepler-1905,1,1,0,Transit,Kepler,14.9902000
Kepler-1905 b,Kepler-1905,1,1,0,Transit,Kepler,14.9902000
Kepler-1906 b,Kepler-1906,1,1,0,Transit,Kepler,14.9602000
Kepler-1906 b,Kepler-1906,1,1,0,Transit,Kepler,14.9602000
Kepler-1906 b,Kepler-1906,1,1,0,Transit,Kepler,14.9602000
Kepler-1906 b,Kepler-1906,1,1,0,Transit,Kepler,14.9602000
Kepler-1906 b,Kepler-1906,1,1,0,Transit,Kepler,14.9602000
Kepler-1906 b,Kepler-1906,1,1,0,Transit,Kepler,14.9602000
Kepler-1906 b,Kepler-1906,1,1,0,Transit,Kepler,14.9602000
Kepler-1907 b,Kepler-1907,1,2,0,Transit,Kepler,13.7309000
Kepler-1907 b,Kepler-1907,1,2,0,Transit,Kepler,13.7309000
Kepler-1907 b,Kepler-1907,1,2,0,Transit,Kepler,13.7309000
Kepler-1907 b,Kepler-1907,1,2,0,Transit,Kepler,13.7309000
Kepler-1907 b,Kepler-1907,1,2,0,Transit,Kepler,13.7309000
Kepler-1907 b,Kepler-1907,1,2,0,Transit,Kepler,13.7309000
Kepler-1907 b,Kepler-1907,1,2,0,Transit,Kepler,13.7309000
Kepler-1907 c,Kepler-1907,1,2,0,Transit,Kepler,13.7309000
Kepler-1907 c,Kepler-1907,1,2,0,Transit,Kepler,13.7309000
Kepler-1907 c,Kepler-1907,1,2,0,Transit,Kepler,13.7309000
Kepler-1907 c,Kepler-1907,1,2,0,Transit,Kepler,13.7309000
Kepler-1907 c,Kepler-1907,1,2,0,Transit,Kepler,13.7309000
Kepler-1907 c,Kepler-1907,1,2,0,Transit,Kepler,13.7309000
Kepler-1907 c,Kepler-1907,1,2,0,Transit,Kepler,13.7309000
Kepler-1909 b,Kepler-1909,1,1,0,Transit,Kepler,15.7907000
Kepler-1909 b,Kepler-1909,1,1,0,Transit,Kepler,15.7907000
Kepler-1909 b,Kepler-1909,1,1,0,Transit,Kepler,15.7907000
Kepler-1909 b,Kepler-1909,1,1,0,Transit,Kepler,15.7907000
Kepler-1909 b,Kepler-1909,1,1,0,Transit,Kepler,15.7907000
Kepler-1909 b,Kepler-1909,1,1,0,Transit,Kepler,15.7907000
Kepler-1909 b,Kepler-1909,1,1,0,Transit,Kepler,15.7907000
Kepler-191 b,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 b,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 b,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 b,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 b,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 b,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 b,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 b,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 b,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 b,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 c,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 c,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 c,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 c,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 c,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 c,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 c,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 c,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 c,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 c,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 d,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 d,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 d,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 d,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 d,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 d,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 d,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 d,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-191 d,Kepler-191,1,3,0,Transit,Kepler,14.7758000
Kepler-1910 b,Kepler-1910,1,1,0,Transit,Kepler,15.5768000
Kepler-1910 b,Kepler-1910,1,1,0,Transit,Kepler,15.5768000
Kepler-1910 b,Kepler-1910,1,1,0,Transit,Kepler,15.5768000
Kepler-1910 b,Kepler-1910,1,1,0,Transit,Kepler,15.5768000
Kepler-1910 b,Kepler-1910,1,1,0,Transit,Kepler,15.5768000
Kepler-1910 b,Kepler-1910,1,1,0,Transit,Kepler,15.5768000
Kepler-1910 b,Kepler-1910,1,1,0,Transit,Kepler,15.5768000
Kepler-1911 b,Kepler-1911,1,1,0,Transit,Kepler,12.1119000
Kepler-1911 b,Kepler-1911,1,1,0,Transit,Kepler,12.1119000
Kepler-1911 b,Kepler-1911,1,1,0,Transit,Kepler,12.1119000
Kepler-1911 b,Kepler-1911,1,1,0,Transit,Kepler,12.1119000
Kepler-1911 b,Kepler-1911,1,1,0,Transit,Kepler,12.1119000
Kepler-1911 b,Kepler-1911,1,1,0,Transit,Kepler,12.1119000
Kepler-1912 b,Kepler-1912,1,1,0,Transit,Kepler,12.2385000
Kepler-1912 b,Kepler-1912,1,1,0,Transit,Kepler,12.2385000
Kepler-1912 b,Kepler-1912,1,1,0,Transit,Kepler,12.2385000
Kepler-1912 b,Kepler-1912,1,1,0,Transit,Kepler,12.2385000
Kepler-1912 b,Kepler-1912,1,1,0,Transit,Kepler,12.2385000
Kepler-1912 b,Kepler-1912,1,1,0,Transit,Kepler,12.2385000
Kepler-1912 b,Kepler-1912,1,1,0,Transit,Kepler,12.2385000
Kepler-1913 b,Kepler-1913,1,1,0,Transit,Kepler,14.6580000
Kepler-1913 b,Kepler-1913,1,1,0,Transit,Kepler,14.6580000
Kepler-1913 b,Kepler-1913,1,1,0,Transit,Kepler,14.6580000
Kepler-1913 b,Kepler-1913,1,1,0,Transit,Kepler,14.6580000
Kepler-1913 b,Kepler-1913,1,1,0,Transit,Kepler,14.6580000
Kepler-1913 b,Kepler-1913,1,1,0,Transit,Kepler,14.6580000
Kepler-1914 b,Kepler-1914,1,1,0,Transit,Kepler,15.6826000
Kepler-1914 b,Kepler-1914,1,1,0,Transit,Kepler,15.6826000
Kepler-1914 b,Kepler-1914,1,1,0,Transit,Kepler,15.6826000
Kepler-1914 b,Kepler-1914,1,1,0,Transit,Kepler,15.6826000
Kepler-1914 b,Kepler-1914,1,1,0,Transit,Kepler,15.6826000
Kepler-1914 b,Kepler-1914,1,1,0,Transit,Kepler,15.6826000
Kepler-1914 b,Kepler-1914,1,1,0,Transit,Kepler,15.6826000
Kepler-1915 b,Kepler-1915,1,1,0,Transit,Kepler,15.8388000
Kepler-1915 b,Kepler-1915,1,1,0,Transit,Kepler,15.8388000
Kepler-1915 b,Kepler-1915,1,1,0,Transit,Kepler,15.8388000
Kepler-1915 b,Kepler-1915,1,1,0,Transit,Kepler,15.8388000
Kepler-1915 b,Kepler-1915,1,1,0,Transit,Kepler,15.8388000
Kepler-1915 b,Kepler-1915,1,1,0,Transit,Kepler,15.8388000
Kepler-1916 b,Kepler-1916,1,1,0,Transit,Kepler,15.8019000
Kepler-1916 b,Kepler-1916,1,1,0,Transit,Kepler,15.8019000
Kepler-1916 b,Kepler-1916,1,1,0,Transit,Kepler,15.8019000
Kepler-1916 b,Kepler-1916,1,1,0,Transit,Kepler,15.8019000
Kepler-1916 b,Kepler-1916,1,1,0,Transit,Kepler,15.8019000
Kepler-1916 b,Kepler-1916,1,1,0,Transit,Kepler,15.8019000
Kepler-1916 b,Kepler-1916,1,1,0,Transit,Kepler,15.8019000
Kepler-1917 b,Kepler-1917,1,1,0,Transit,Kepler,15.4691000
Kepler-1917 b,Kepler-1917,1,1,0,Transit,Kepler,15.4691000
Kepler-1917 b,Kepler-1917,1,1,0,Transit,Kepler,15.4691000
Kepler-1917 b,Kepler-1917,1,1,0,Transit,Kepler,15.4691000
Kepler-1917 b,Kepler-1917,1,1,0,Transit,Kepler,15.4691000
Kepler-1917 b,Kepler-1917,1,1,0,Transit,Kepler,15.4691000
Kepler-1918 b,Kepler-1918,1,1,0,Transit,Kepler,15.7023000
Kepler-1918 b,Kepler-1918,1,1,0,Transit,Kepler,15.7023000
Kepler-1918 b,Kepler-1918,1,1,0,Transit,Kepler,15.7023000
Kepler-1918 b,Kepler-1918,1,1,0,Transit,Kepler,15.7023000
Kepler-1918 b,Kepler-1918,1,1,0,Transit,Kepler,15.7023000
Kepler-1918 b,Kepler-1918,1,1,0,Transit,Kepler,15.7023000
Kepler-1918 b,Kepler-1918,1,1,0,Transit,Kepler,15.7023000
Kepler-1919 b,Kepler-1919,1,1,0,Transit,Kepler,15.8602000
Kepler-1919 b,Kepler-1919,1,1,0,Transit,Kepler,15.8602000
Kepler-1919 b,Kepler-1919,1,1,0,Transit,Kepler,15.8602000
Kepler-1919 b,Kepler-1919,1,1,0,Transit,Kepler,15.8602000
Kepler-1919 b,Kepler-1919,1,1,0,Transit,Kepler,15.8602000
Kepler-1919 b,Kepler-1919,1,1,0,Transit,Kepler,15.8602000
Kepler-1919 b,Kepler-1919,1,1,0,Transit,Kepler,15.8602000
Kepler-192 b,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 b,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 b,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 b,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 b,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 b,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 b,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 b,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 b,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 b,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 b,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 c,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 c,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 c,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 c,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 c,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 c,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 c,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 c,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 c,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 c,Kepler-192,1,3,0,Transit,Kepler,14.1039000
Kepler-192 c,Kepler-192,1,3,0,Transit,Kepler,14.1039000
